,Delivery_person_Age,Delivery_person_Ratings,Weather_conditions,Road_traffic_density,Vehicle_condition,Type_of_order,Type_of_vehicle,multiple_deliveries,Festival,City,Time_taken (min),distance
263,26.0,4.8,Sandstorms,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,28,12.153979872865895
264,30.0,4.5,Fog,Low,1,Drinks,motorcycle,1.0,No,Metropolitian,31,13.964954152731949
265,26.0,5.0,Windy,Medium,2,Drinks,scooter,1.0,No,Metropolitian,24,6.28618544846543
266,33.0,4.2,Cloudy,Jam,2,Meal,motorcycle,1.0,No,Metropolitian,39,4.466814646546826
267,30.0,5.0,Stormy,Low,1,Meal,scooter,1.0,No,Metropolitian,24,3.0624807571897663
268,39.0,4.1,Stormy,Jam,2,Meal,scooter,3.0,Yes,Metropolitian,42,19.827169471341538
269,36.0,4.9,Fog,Jam,2,Buffet,electric_scooter,1.0,No,Metropolitian,41,20.274032520550765
270,24.0,4.3,Stormy,High,0,Buffet,motorcycle,0.0,No,Metropolitian,37,6.03373854445631
271,32.0,4.7,Windy,Low,0,Meal,motorcycle,1.0,No,Urban,29,19.87802606468106
272,20.0,5.0,Sandstorms,Low,1,Snack,motorcycle,,No,Metropolitian,10,10.420688970746383
273,22.0,5.0,Sunny,Jam,2,Snack,scooter,0.0,No,Metropolitian,17,4.473868739707271
274,35.0,4.3,Stormy,Low,0,Meal,motorcycle,1.0,No,Urban,24,2.978378251221899
275,37.0,4.6,Windy,Medium,0,Snack,motorcycle,0.0,No,Urban,29,7.767327722648772
276,25.0,5.0,Stormy,Jam,2,Buffet,scooter,1.0,No,,20,20.49404568761267
277,35.0,4.3,Stormy,High,0,Buffet,motorcycle,1.0,No,Metropolitian,36,6.124909792177833
278,23.0,4.9,Cloudy,Low,1,Buffet,scooter,1.0,No,Urban,12,7.857731631182655
279,35.0,4.6,Sunny,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,33,20.16562973954575
280,39.0,4.9,Stormy,Low,1,Buffet,scooter,0.0,No,Metropolitian,20,9.307452694673902
281,38.0,4.9,Sunny,Medium,2,Snack,scooter,0.0,No,Urban,22,6.036663142757867
282,32.0,4.9,Sandstorms,Jam,1,Snack,scooter,1.0,No,Urban,27,11.909223162128033
283,31.0,4.7,Fog,Low,1,Snack,scooter,1.0,No,Urban,30,20.840333773928673
284,33.0,4.9,Sunny,Jam,1,Drinks,motorcycle,1.0,No,Metropolitian,16,4.467479842380697
285,27.0,4.7,Fog,Low,0,Buffet,motorcycle,0.0,No,Metropolitian,22,3.114256244046455
286,28.0,4.3,Fog,Jam,1,Drinks,scooter,1.0,No,Metropolitian,40,19.87749048186349
287,30.0,4.9,Cloudy,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,42,17.066749209268597
288,36.0,4.7,Fog,Medium,2,Drinks,scooter,0.0,No,Urban,19,9.213335387371762
289,33.0,4.1,Cloudy,Medium,2,Drinks,scooter,1.0,No,Metropolitian,38,20.168266432962156
290,34.0,4.8,Cloudy,Medium,0,Drinks,motorcycle,1.0,No,Urban,25,7.76771625114036
291,33.0,4.5,Stormy,Low,2,Buffet,scooter,0.0,No,Metropolitian,17,13.603020769129738
292,30.0,4.6,Sunny,Low,0,Snack,motorcycle,0.0,No,Metropolitian,26,14.01442766808395
293,23.0,5.0,Fog,Medium,2,Meal,electric_scooter,1.0,No,Metropolitian,28,10.801322526269193
294,20.0,4.8,Sandstorms,Low,2,Meal,motorcycle,0.0,No,Urban,10,7.857731631182655
295,25.0,4.9,Fog,High,1,Buffet,motorcycle,0.0,No,Metropolitian,24,1.5513187439789307
296,22.0,4.7,Stormy,Jam,2,Meal,electric_scooter,0.0,No,Metropolitian,16,17.087653420169193
297,37.0,5.0,Stormy,Low,1,Drinks,scooter,1.0,No,Metropolitian,19,14.013015718630513
298,31.0,4.8,Fog,Low,0,Snack,motorcycle,0.0,No,Metropolitian,22,2.9943608335684293
299,32.0,4.6,Stormy,Low,0,Buffet,motorcycle,0.0,No,Metropolitian,26,19.64748157825661
300,23.0,4.6,Sunny,High,2,Drinks,motorcycle,0.0,No,Urban,16,6.213956477581239
301,37.0,4.5,Stormy,Jam,2,Meal,scooter,1.0,No,Metropolitian,35,17.067306716419083
302,37.0,4.9,Cloudy,Medium,1,Snack,scooter,1.0,No,Metropolitian,19,6.206238961985072
303,34.0,4.7,Sandstorms,Low,1,Drinks,scooter,0.0,No,Metropolitian,15,6044.833637684351
304,28.0,4.6,Sunny,Jam,2,Drinks,electric_scooter,0.0,No,Urban,14,9.152171381224285
305,25.0,4.6,Sandstorms,Jam,1,Drinks,motorcycle,1.0,No,Urban,25,17.086791932593467
306,28.0,4.5,Sunny,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,23,6.077622595232761
307,25.0,4.8,Fog,High,0,Buffet,motorcycle,1.0,No,Metropolitian,24,6.143107809769986
308,29.0,4.8,Cloudy,High,1,Meal,motorcycle,1.0,No,Urban,28,1.5313729441936303
309,38.0,4.6,Cloudy,Low,1,Snack,scooter,0.0,No,Urban,30,10.581171494624508
310,23.0,4.1,Windy,Low,0,Meal,motorcycle,1.0,No,Metropolitian,24,9.429277693727657
311,21.0,5.0,Sandstorms,Low,1,Meal,scooter,0.0,No,Metropolitian,10,1.488909839276616
312,25.0,5.0,Sunny,Jam,2,Drinks,scooter,1.0,No,Metropolitian,15,10.634370379759906
313,21.0,4.7,Cloudy,Jam,2,Buffet,scooter,0.0,No,Metropolitian,34,19.9005072636652
314,39.0,4.6,Windy,Low,1,Drinks,motorcycle,1.0,No,Metropolitian,20,13.961880995197625
315,39.0,4.8,Cloudy,Jam,1,Snack,motorcycle,1.0,Yes,Metropolitian,41,12.233172913174272
316,33.0,4.9,Cloudy,Low,1,Meal,scooter,1.0,No,Metropolitian,29,20.430094772882978
317,35.0,4.9,Fog,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,31,9.11532320137564
318,23.0,4.6,Cloudy,Medium,2,Meal,electric_scooter,0.0,No,Urban,11,6.142774513186105
319,35.0,4.9,Cloudy,Low,1,Buffet,scooter,1.0,No,Metropolitian,15,7.443884275441393
320,29.0,4.7,Sandstorms,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,24,10.750296907444508
321,,,Cloudy,Jam,2,Snack,motorcycle,1.0,No,Urban,33,5955.539663562981
322,35.0,5.0,Cloudy,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,34,7.545699426416402
323,24.0,4.7,Stormy,High,2,Snack,scooter,1.0,No,,12,3.0580992814711854
324,,,,,3,Drinks,scooter,0.0,No,Metropolitian,15,16.636869894287408
325,33.0,4.6,Fog,Medium,2,Meal,scooter,0.0,No,Metropolitian,19,4.593852231444362
326,28.0,4.8,Stormy,Jam,0,Drinks,motorcycle,,No,Metropolitian,25,12.41293032728011
327,22.0,4.6,Fog,Low,2,Drinks,motorcycle,0.0,No,Metropolitian,11,1.512814642772985
328,31.0,4.7,Stormy,Low,0,Snack,motorcycle,1.0,No,Urban,24,17.127070178101405
329,39.0,4.6,Stormy,Low,1,Snack,motorcycle,0.0,No,Urban,24,9.175140679101585
330,26.0,4.0,Windy,Low,0,Drinks,motorcycle,0.0,No,Urban,23,1.5572622939685072
331,37.0,4.7,Windy,Low,0,Drinks,motorcycle,,No,Urban,20,13.77804307981544
332,36.0,4.7,Sandstorms,Jam,2,Meal,motorcycle,1.0,No,Metropolitian,26,11.000823613167864
333,34.0,3.8,Sunny,Jam,1,Snack,motorcycle,1.0,No,Urban,34,13.602617847910004
334,25.0,4.9,Stormy,Jam,2,Buffet,scooter,1.0,No,Urban,26,9.30989626273136
335,32.0,4.7,Fog,Low,2,Drinks,motorcycle,1.0,No,,16,1.5516061704341546
336,26.0,4.6,Cloudy,Low,1,Buffet,scooter,0.0,No,Urban,16,1.5571051611425668
337,39.0,4.4,Windy,Jam,0,Meal,motorcycle,1.0,Yes,Metropolitian,42,9.429277693727657
338,32.0,4.4,Fog,High,1,Buffet,motorcycle,1.0,No,Metropolitian,39,6.142384770471023
339,27.0,4.6,Sunny,Jam,0,Snack,motorcycle,0.0,No,Metropolitian,21,11.90951269675282
340,39.0,3.6,Fog,Low,1,Meal,scooter,2.0,No,Metropolitian,38,13.980363250085675
341,36.0,4.6,Fog,Jam,1,Meal,motorcycle,0.0,No,Metropolitian,46,10.8748992795143
342,32.0,4.1,Stormy,Medium,2,Drinks,motorcycle,1.0,No,Metropolitian,32,13.981235945404284
343,26.0,4.8,Cloudy,Low,2,Drinks,scooter,0.0,No,Metropolitian,16,1.5535303874102397
344,35.0,5.0,Stormy,Jam,1,Buffet,motorcycle,1.0,No,Metropolitian,25,13.57398330052879
345,25.0,4.8,Cloudy,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,24,3.0386612513225897
346,35.0,4.7,Cloudy,Low,2,Meal,motorcycle,1.0,No,Urban,28,10.704466554143599
347,38.0,4.7,Fog,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,21,4.467540049378466
348,32.0,4.5,Sunny,Medium,0,Snack,motorcycle,0.0,No,,26,20.240970572261126
349,27.0,4.8,Sandstorms,Medium,1,Buffet,motorcycle,0.0,No,Urban,27,10.860315424361021
350,23.0,4.8,Fog,Low,1,Drinks,motorcycle,1.0,No,Metropolitian,17,1.5116504081151727
351,32.0,4.4,Windy,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,54,16.84199196719132
352,38.0,4.4,Windy,Jam,1,Drinks,motorcycle,0.0,No,Metropolitian,43,16.711472766174065
353,25.0,4.6,Fog,Low,1,Snack,motorcycle,1.0,No,Metropolitian,12,2.935340658324606
354,37.0,4.8,Sunny,Medium,0,Buffet,motorcycle,0.0,No,Metropolitian,27,6.032820194673193
355,20.0,3.7,Sunny,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,49,7.558172703229045
356,39.0,4.6,Fog,Low,0,Drinks,motorcycle,1.0,No,Urban,37,16.37407996770264
357,35.0,4.6,Stormy,High,2,Snack,motorcycle,2.0,No,Metropolitian,34,1.5429939334567842
358,26.0,4.9,Cloudy,Jam,1,Snack,scooter,1.0,No,Metropolitian,36,12.108951842446006
359,27.0,4.8,Fog,Low,1,Snack,scooter,0.0,No,Metropolitian,27,19.878015432291818
360,20.0,4.7,Windy,Jam,1,Buffet,motorcycle,0.0,No,Urban,19,13.779512651865089
361,34.0,4.8,Sandstorms,Low,0,Meal,motorcycle,1.0,No,Metropolitian,23,10.557776854813198
362,32.0,4.2,Sandstorms,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,32,7.568674945577444
363,21.0,4.8,Cloudy,Medium,0,Buffet,motorcycle,2.0,No,Metropolitian,42,16.4019497180737
364,25.0,4.7,Cloudy,Medium,2,Buffet,electric_scooter,0.0,No,Metropolitian,16,9.071980190359005
365,22.0,4.9,Stormy,Low,2,Buffet,scooter,0.0,No,Metropolitian,13,17.287005375714283
366,20.0,4.7,Cloudy,Medium,2,Drinks,electric_scooter,0.0,No,Urban,18,6.124653465742833
367,22.0,4.8,Sunny,Medium,1,Drinks,scooter,,No,Metropolitian,16,7.785345992082555
368,36.0,4.8,Sandstorms,Low,0,Drinks,motorcycle,1.0,No,Urban,22,19.9005072636652
369,30.0,4.6,Fog,Jam,0,Snack,motorcycle,0.0,No,Semi-Urban,46,10.697518332262613
370,26.0,4.7,Windy,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,27,20.169397688611475
371,22.0,4.7,Sunny,Jam,2,Buffet,motorcycle,1.0,No,Metropolitian,13,12.285892736792439
372,36.0,4.3,Stormy,Low,0,Drinks,motorcycle,0.0,No,Metropolitian,32,1.5194644172882608
373,29.0,4.9,Cloudy,High,0,Drinks,motorcycle,1.0,No,Urban,27,6.077570947349443
374,32.0,4.0,Stormy,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,45,10.750260600969305
375,22.0,4.7,Windy,Jam,2,Buffet,scooter,1.0,No,Metropolitian,25,4.587765908807845
376,37.0,4.9,Fog,Medium,2,Snack,scooter,0.0,No,Metropolitian,15,6.28618544846543
377,29.0,4.3,Fog,Jam,1,Snack,scooter,2.0,No,Metropolitian,38,16.84199196719132
378,20.0,4.8,Fog,Low,2,Drinks,scooter,0.0,No,Metropolitian,14,1.5126250336765366
379,35.0,4.7,Windy,Low,1,Meal,scooter,0.0,No,Metropolitian,28,3.0169314328411567
380,38.0,5.0,Stormy,Medium,1,Buffet,scooter,1.0,No,Metropolitian,30,6.033434951088432
381,35.0,4.9,Cloudy,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,43,10.702279777951292
382,32.0,4.1,Stormy,High,2,Drinks,electric_scooter,0.0,No,Metropolitian,34,6.213956477581239
383,20.0,4.7,Stormy,Medium,1,Snack,motorcycle,1.0,No,Urban,25,4.537715203971443
384,23.0,4.9,Cloudy,High,2,Buffet,scooter,0.0,No,Metropolitian,23,5.956603337082311
385,39.0,4.4,Windy,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,40,4.606848984145804
386,34.0,4.0,Stormy,Low,0,Drinks,motorcycle,1.0,No,Urban,30,3.1031420075334495
387,22.0,4.6,Stormy,Medium,2,Drinks,scooter,1.0,No,Metropolitian,23,13.961107224806996
388,32.0,5.0,Stormy,Medium,1,Drinks,motorcycle,1.0,No,Metropolitian,31,4.536218371939972
389,35.0,4.0,Windy,High,1,Buffet,scooter,1.0,No,Metropolitian,33,6.142774513186105
390,22.0,4.9,Windy,Low,2,Meal,scooter,0.0,No,Urban,11,13.77962531709109
391,,,Sandstorms,Low,1,Drinks,motorcycle,0.0,No,Urban,15,13.757114163780207
392,23.0,4.6,Cloudy,Medium,1,Meal,motorcycle,0.0,No,Metropolitian,12,6.123259471591566
393,39.0,4.2,Sunny,Medium,0,Drinks,motorcycle,1.0,No,Metropolitian,33,12.427375911701612
394,37.0,4.9,Windy,Medium,1,Buffet,scooter,1.0,No,Metropolitian,28,6.28618544846543
395,30.0,4.0,Windy,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,35,16.59204339359847
396,24.0,4.5,Sandstorms,Low,2,Buffet,motorcycle,1.0,No,Urban,18,3.0575392111275703
397,32.0,4.6,Sunny,Low,2,Buffet,electric_scooter,1.0,No,Urban,18,20.16414405648821
398,29.0,5.0,Sunny,Medium,2,Snack,motorcycle,0.0,No,Urban,13,19.331685982129315
399,34.0,4.8,Sunny,Jam,1,Buffet,scooter,1.0,No,Metropolitian,25,16.710797628990175
400,22.0,4.7,Stormy,High,1,Buffet,scooter,1.0,No,Urban,25,3.0169292165977044
401,36.0,4.4,Stormy,Medium,0,Drinks,motorcycle,2.0,No,Metropolitian,37,16.891047473713215
402,36.0,4.8,Fog,Low,0,Snack,motorcycle,1.0,No,Metropolitian,40,13.961373581118115
403,,,Sandstorms,Low,2,Drinks,scooter,,No,Metropolitian,24,1.5116479318555807
404,,,,,3,Snack,motorcycle,1.0,No,Metropolitian,19,17102.183606786213
405,38.0,4.4,Stormy,Medium,2,Drinks,scooter,1.0,No,Metropolitian,32,10.559302400338103
406,21.0,4.9,Cloudy,Low,2,Snack,motorcycle,0.0,No,Metropolitian,11,9.187249540761012
407,27.0,4.6,Fog,Jam,1,Drinks,scooter,1.0,No,Metropolitian,24,4.558062723274319
408,20.0,4.5,Sandstorms,Low,2,Buffet,scooter,0.0,No,,18,20.16836398728617
409,29.0,5.0,Sunny,Low,0,Snack,motorcycle,0.0,,Metropolitian,11,3.0170115910650512
410,29.0,4.4,Windy,Low,0,Snack,motorcycle,1.0,No,Metropolitian,16,3.08627251397392
411,23.0,4.9,Sandstorms,High,1,Meal,scooter,1.0,No,Metropolitian,29,1.5138548201186546
412,38.0,4.1,Cloudy,Jam,2,Snack,electric_scooter,1.0,No,Metropolitian,44,13.207094034074757
413,26.0,4.6,Sandstorms,Medium,1,Drinks,motorcycle,0.0,No,Urban,20,7.7854709852875725
414,26.0,4.8,Sandstorms,Low,2,Snack,electric_scooter,1.0,No,Metropolitian,17,14.013036629567331
415,32.0,4.6,Fog,Medium,2,Snack,motorcycle,1.0,No,Urban,17,6.033658008553834
416,31.0,4.3,Stormy,Jam,1,Snack,scooter,1.0,No,Metropolitian,32,10.704460837148263
417,29.0,4.8,Sandstorms,Jam,1,Snack,motorcycle,1.0,No,Metropolitian,28,10.70149756520144
418,21.0,4.2,Stormy,Jam,0,Drinks,motorcycle,0.0,No,Metropolitian,39,17.128458970152494
419,,,,,0,Drinks,motorcycle,1.0,No,Metropolitian,25,3.0169314328411567
420,27.0,4.6,Sunny,Jam,2,Snack,motorcycle,1.0,No,Metropolitian,18,7.6561418312280365
421,32.0,3.7,Sandstorms,Jam,1,Drinks,scooter,2.0,No,Metropolitian,42,12.0915005600288
422,22.0,4.9,Windy,Medium,2,Drinks,scooter,1.0,No,Metropolitian,26,12.456541707036969
423,34.0,3.8,Cloudy,Low,2,Snack,scooter,0.0,No,Metropolitian,34,12.411775059986057
424,35.0,5.0,Cloudy,Low,1,Buffet,scooter,1.0,No,Metropolitian,17,3.0714926269750666
425,29.0,4.9,Fog,Low,0,Meal,motorcycle,1.0,No,Metropolitian,19,1.5512724512388212
426,35.0,4.5,Sandstorms,Low,2,Buffet,motorcycle,1.0,No,Metropolitian,20,12.456564395376788
427,30.0,4.2,Windy,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,47,13.397554846231854
428,36.0,4.4,Sandstorms,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,31,12.285004817705726
429,33.0,4.7,Cloudy,Jam,2,Meal,electric_scooter,0.0,No,Metropolitian,29,7.785598085763762
430,,,Cloudy,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,21,3.023249961817461
431,37.0,4.8,Sunny,Low,1,Drinks,motorcycle,1.0,No,Metropolitian,18,3.102486293902788
432,30.0,4.9,Fog,Jam,1,Snack,scooter,1.0,No,Metropolitian,39,13.602626100190802
433,32.0,4.9,Fog,Jam,1,Snack,motorcycle,1.0,No,Metropolitian,47,12.572369364893285
434,36.0,4.9,Sandstorms,Low,2,Buffet,electric_scooter,0.0,No,Metropolitian,24,12.285784260980437
435,38.0,5.0,Sunny,High,2,Buffet,motorcycle,0.0,No,Metropolitian,17,3.1029793582453284
436,36.0,4.5,Cloudy,Low,1,Buffet,scooter,0.0,No,Metropolitian,15,8.932171573579765
437,38.0,4.7,Cloudy,Jam,1,Drinks,scooter,,No,Metropolitian,48,10.861085278858223
438,29.0,4.1,Sandstorms,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,28,3.016768196591248
439,37.0,4.6,Fog,Jam,0,Drinks,motorcycle,0.0,No,Metropolitian,27,7.54261910119877
440,20.0,4.7,Sandstorms,Medium,1,Snack,motorcycle,1.0,No,Metropolitian,20,13.960989369996327
441,38.0,5.0,Cloudy,Medium,2,Meal,electric_scooter,2.0,Yes,Metropolitian,43,13.981408471025443
442,25.0,4.7,Sunny,High,1,Buffet,scooter,0.0,No,Urban,10,6.214230890427467
443,39.0,4.2,Sandstorms,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,48,13.573815099416741
444,32.0,4.7,Cloudy,Jam,1,Buffet,scooter,1.0,No,Metropolitian,41,11.000823613167864
445,25.0,4.6,Sandstorms,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,25,16.710968645606304
446,26.0,5.0,Fog,Jam,2,Drinks,scooter,1.0,No,Urban,30,19.031115845914687
447,27.0,5.0,Stormy,Low,1,Meal,motorcycle,0.0,No,Metropolitian,14,10.696495487007079
448,29.0,4.8,Sunny,Low,2,Meal,electric_scooter,1.0,No,Metropolitian,20,3.0714676815187736
449,37.0,4.9,Sandstorms,Jam,1,Drinks,scooter,1.0,No,Metropolitian,25,9.068644949258536
450,38.0,5.0,Sunny,Medium,1,Buffet,scooter,0.0,No,Metropolitian,23,9.151810797690972
451,23.0,4.8,Cloudy,Medium,2,Snack,scooter,,No,Metropolitian,15,6.228266425807183
452,29.0,5.0,Windy,Low,2,Buffet,motorcycle,0.0,No,Metropolitian,19,4.5855064100797165
453,33.0,4.8,Cloudy,Low,2,Drinks,scooter,0.0,No,Metropolitian,16,3.1070478310805534
454,39.0,4.8,Sunny,Jam,0,Meal,motorcycle,1.0,No,Urban,25,7.656147543388205
455,26.0,4.4,Windy,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,38,10.479117025112743
456,32.0,4.9,Sandstorms,Low,0,Buffet,motorcycle,1.0,No,Urban,22,19.648754049649057
457,28.0,4.5,Sandstorms,Low,0,Snack,motorcycle,1.0,No,Metropolitian,17,3.0387325708967725
458,34.0,4.2,Fog,High,2,Drinks,scooter,0.0,No,Metropolitian,33,6.228280871781361
459,28.0,4.7,Fog,Jam,1,Snack,motorcycle,1.0,No,Metropolitian,30,19.7499807656048
460,34.0,4.9,Sunny,High,2,Meal,motorcycle,0.0,No,Metropolitian,16,6.20627026679694
461,34.0,4.6,Cloudy,High,1,Meal,scooter,0.0,No,Metropolitian,34,5.955066863630696
462,39.0,5.0,Cloudy,Low,2,Buffet,scooter,1.0,No,Metropolitian,18,9.30717443101688
463,21.0,4.8,Sunny,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,17,1.5310608986879055
464,36.0,4.8,Sandstorms,Jam,0,Snack,motorcycle,0.0,No,Metropolitian,33,9.320721776621898
465,30.0,4.7,Sandstorms,Low,2,Buffet,scooter,1.0,No,Urban,20,7.6787842827720985
466,31.0,4.3,Sandstorms,Jam,1,Meal,motorcycle,3.0,No,Metropolitian,42,14.036374258907383
467,33.0,3.8,Stormy,Jam,2,Drinks,scooter,1.0,No,Metropolitian,35,11.71180331517611
468,32.0,4.8,Stormy,Low,0,Meal,motorcycle,1.0,No,Urban,24,12.409075821533758
469,34.0,4.3,Stormy,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,31,9.18769780607516
470,31.0,4.3,Stormy,Jam,2,Snack,electric_scooter,1.0,No,Metropolitian,31,16.649443953477785
471,22.0,4.7,Windy,Low,1,Buffet,motorcycle,0.0,No,Metropolitian,15,3.023249961817461
472,33.0,4.7,Fog,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,27,4.607472849563237
473,39.0,4.1,Cloudy,High,1,Buffet,motorcycle,0.0,No,Metropolitian,32,3.023081635985311
474,29.0,4.6,Windy,Jam,1,Snack,motorcycle,1.0,No,Metropolitian,20,9.186999317799923
475,30.0,4.6,Sandstorms,Jam,0,Buffet,motorcycle,2.0,No,Urban,44,20.166334572976904
476,25.0,4.8,Sandstorms,Medium,0,Snack,motorcycle,0.0,No,Metropolitian,10,7.5420430122694375
477,25.0,4.6,Stormy,Low,0,Buffet,motorcycle,0.0,No,Urban,16,11.000823613167864
478,24.0,4.8,Sunny,Jam,2,Meal,electric_scooter,0.0,No,Metropolitian,14,16.625353359544402
479,27.0,4.7,Sandstorms,Jam,1,Snack,motorcycle,,No,Metropolitian,23,12.41254707339067
480,24.0,4.9,Cloudy,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,26,7.54206232071015
481,23.0,4.7,Sandstorms,High,2,Drinks,motorcycle,1.0,No,Metropolitian,24,6.17156319816719
482,30.0,4.9,Windy,Jam,2,Snack,electric_scooter,1.0,No,Metropolitian,33,4.655076776419026
483,37.0,4.6,Cloudy,Low,2,Drinks,scooter,0.0,No,Urban,19,7.596908707866855
484,31.0,4.5,Stormy,High,1,Drinks,motorcycle,0.0,No,Metropolitian,29,3.1142919897674384
485,39.0,3.6,Fog,Low,1,Drinks,motorcycle,1.0,No,Metropolitian,36,20.430094772882978
486,20.0,5.0,Fog,Medium,2,Drinks,scooter,0.0,No,Urban,13,9.18732212501908
487,33.0,4.9,Sunny,Jam,1,Drinks,scooter,1.0,No,Metropolitian,20,9.115764661603613
488,35.0,4.9,Fog,Low,2,Snack,motorcycle,0.0,No,Metropolitian,17,1.5571615384478563
489,28.0,4.5,Windy,Jam,2,Buffet,scooter,0.0,No,Metropolitian,24,17.287005375714283
490,21.0,4.9,Fog,Medium,1,Meal,scooter,1.0,No,Metropolitian,12,4.7146391697631795
491,38.0,3.7,Sandstorms,Jam,1,Snack,scooter,1.0,No,Metropolitian,39,13.82033664507314
492,22.0,5.0,Fog,Low,0,Meal,motorcycle,1.0,No,Metropolitian,22,7.785423026475212
493,32.0,4.3,Windy,Low,0,Meal,motorcycle,1.0,No,Metropolitian,22,3.0231870452119844
494,30.0,4.6,Stormy,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,39,9.055593871322804
495,35.0,4.9,Cloudy,Medium,2,Snack,electric_scooter,1.0,No,Metropolitian,18,4.466356317673139
496,30.0,4.8,Sunny,Medium,2,Buffet,motorcycle,1.0,No,Metropolitian,18,10.716554384684308
497,24.0,4.9,Fog,Jam,0,Drinks,motorcycle,0.0,No,Metropolitian,42,13.602792005044272
498,31.0,4.7,Fog,Low,1,Meal,motorcycle,0.0,No,Metropolitian,15,2.977539505260001
499,15.0,1.0,,,3,Buffet,electric_scooter,1.0,No,Metropolitian,27,4.653725374223341
500,,,Sunny,Low,2,Meal,scooter,1.0,No,Metropolitian,22,19.38383094622301
501,27.0,4.6,Stormy,Low,2,Drinks,scooter,1.0,No,Metropolitian,17,4.467479842380697
502,28.0,4.9,Windy,Low,1,Buffet,scooter,0.0,No,Metropolitian,12,3.0570300962714665
503,,,Cloudy,Medium,1,Drinks,scooter,1.0,No,Metropolitian,33,12.229040851582711
504,23.0,4.1,Windy,High,0,Snack,motorcycle,1.0,No,Metropolitian,35,6.228490369320803
505,26.0,5.0,Sandstorms,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,18,4.535011369325399
506,21.0,4.9,Stormy,Jam,2,Snack,scooter,1.0,No,Metropolitian,27,7.757673798504583
507,38.0,4.9,Sandstorms,Jam,2,Meal,scooter,2.0,No,Metropolitian,34,4.526767329138012
508,37.0,4.6,Fog,Low,2,Drinks,scooter,1.0,No,Metropolitian,15,1.5715464192431179
509,32.0,4.9,Stormy,Low,2,Snack,motorcycle,1.0,No,Urban,27,7.655507420811969
510,22.0,4.6,Sunny,Low,0,Meal,motorcycle,0.0,No,Metropolitian,18,1.5091381736679477
511,39.0,4.3,Windy,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,23,1.5535751535432145
512,34.0,4.8,Cloudy,Jam,2,Snack,scooter,0.0,No,Metropolitian,49,14.143914925457633
513,25.0,3.1,Sunny,Low,1,Drinks,scooter,1.0,No,Metropolitian,36,13.602737271312993
514,28.0,5.0,Fog,High,2,Meal,scooter,1.0,No,Urban,21,1.4890519253393668
515,33.0,4.2,Windy,Jam,2,Buffet,scooter,1.0,No,Metropolitian,33,4.462025660478661
516,30.0,4.7,Cloudy,High,0,Meal,motorcycle,1.0,No,Metropolitian,31,3.057522483699505
517,30.0,4.8,Sandstorms,Jam,1,Snack,scooter,1.0,No,Metropolitian,30,20.168501494357532
518,39.0,4.6,Stormy,Low,1,Drinks,scooter,1.0,No,Metropolitian,29,12.410665530835349
519,25.0,4.7,Stormy,Low,1,Drinks,motorcycle,0.0,No,Urban,15,7.857731631182655
520,21.0,4.7,Sandstorms,Medium,1,Drinks,scooter,1.0,No,Metropolitian,20,6.077569322507281
521,34.0,5.0,Fog,Medium,1,Snack,scooter,1.0,No,Urban,15,6.077070397746962
522,37.0,5.0,Windy,High,0,Meal,motorcycle,1.0,No,Metropolitian,40,6.142763061969513
523,23.0,4.8,Windy,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,30,13.397938343161869
524,37.0,4.6,Fog,Low,2,Buffet,scooter,0.0,No,Urban,19,3.1430928207904922
525,28.0,4.9,Windy,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,20,10.717456572615427
526,29.0,4.3,Sandstorms,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,38,12.427107097089786
